source_id,source_type,optical_detected,optical_n_obs,optical_mean_mag,optical_std_mag,optical_median_err,optical_snr,optical_trend,infrared_detected,infrared_std_w1,infrared_std_w2,correlation,amplitude_ratio,timescale_agreement,variability_type,quality_flag
YSO_MOCK_00019,NEOWISE,True,28,18.789803774310766,0.10443193428424827,0.05244361857750127,1.9913182407487493,"(np.float64(0.00037518933394018665), np.float64(6.39479970031044e-05))",True,0.2590760114107212,0.05556440660145946,-0.397721912042765,2.4808121499076576,good,linear_trend,low
YSO_MOCK_00020,NEOWISE,True,78,17.28480037461902,0.43155792189376335,0.05506243929190926,7.837609946880349,"(np.float64(-0.002781863460256636), np.float64(0.00013937403534957794))",True,0.21260721490477197,0.22030614765312448,-0.2303750674431455,0.49265047429046965,good,linear_trend,high
YSO_MOCK_00021,NEOWISE,True,95,17.734363547436317,0.3921351700784334,0.05543047104235403,7.074361135751592,"(np.float64(0.0018545300146336307), np.float64(0.0001132420706747396))",True,0.34852789524057803,0.10066063690866775,0.8924183480999464,0.8887952977307972,good,linear_trend,high
YSO_MOCK_00022,NEOWISE,True,34,18.483605309059982,0.07589056775198189,0.05559841632159132,1.3649771481442399,"(np.float64(-1.0304513056496425e-05), np.float64(5.668854643511608e-05))",True,0.3790850277839625,0.14133043082211416,-0.5406174349884504,4.995153403290526,good,low_variable,low
YSO_MOCK_00023,NEOWISE,True,31,18.49780955004362,0.05075221108833385,0.05808305243764103,0.8737869130211829,"(np.float64(-9.202253869688656e-05), np.float64(3.741527871836477e-05))",True,0.12117000642123747,0.17720382885537844,0.7400393506676681,2.3874823150136644,good,linear_trend,low
YSO_MOCK_00024,NEOWISE,True,40,18.463280234709863,0.09709691521163785,0.06012692798314874,1.614865726032941,"(np.float64(-9.208802357395284e-05), np.float64(5.5843360127725676e-05))",True,0.21195264905574274,0.1642403798582787,0.30337883634001106,2.1828978664642325,good,low_variable,low
YSO_MOCK_00025,NEOWISE,True,93,18.486628746751045,0.059138507081412786,0.05261738462614058,1.1239347508738107,"(np.float64(-3.668841088226563e-06), np.float64(2.5024118405269086e-05))",True,0.38202165524192616,0.27111833859035483,0.675344714224412,6.4597784776003495,good,low_variable,low
YSO_MOCK_00026,NEOWISE,True,66,18.496599136938748,0.049547794003963905,0.05248315258679252,0.9440704599828611,"(np.float64(-5.2316177221687194e-05), np.float64(2.2257303344020994e-05))",True,0.37031250001581617,0.2929246042474642,-0.9263224117800847,7.473844344839865,good,linear_trend,low
YSO_MOCK_00027,NEOWISE,True,57,17.08455699712835,0.8900889288017536,0.05327196271870921,16.708393747414018,"(np.float64(-0.006670708191289213), np.float64(3.178960085686845e-05))",True,0.1340162960708331,0.25736193688073844,0.9167628538443546,0.15056506348331636,good,linear_trend,high
YSO_MOCK_00028,NEOWISE,True,31,16.801709491656677,0.9154854563856784,0.0637802631731381,14.353742221171126,"(np.float64(-0.007028570295703455), np.float64(4.211181257227919e-05))",True,0.10913310011736706,0.14465829289787185,0.21952521451905857,0.11920790150858623,good,linear_trend,high
YSO_MOCK_00029,NEOWISE,True,33,19.71664385602286,0.6399352722652393,0.056645595447532275,11.297176191889031,"(np.float64(0.004942371532990632), np.float64(3.1016985129322785e-05))",True,0.11421533285076448,0.11705220969699999,0.9240941623067849,0.17847950847663965,good,linear_trend,high
